lineItem/LineItemId,lineItem/UnblendedCost,lineItem/UsageStartDate,product/ServiceCode,product/region,lineItem/UsageAccountId,lineItem/ResourceId,lineItem/UsageType,resourceTags/user:Environment,resourceTags/user:Team,resourceTags/user:Application
id-aws-167,8.20,2026-06-13T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,DataTransfer-Regional-Bytes,Production,Backend,WebSaaS
id-aws-168,7.80,2026-06-13T00:00:00Z,AmazonCloudWatch,us-east-1,123456789012,log-group-prod-app,CloudWatch-Logs,Production,Backend,WebSaaS
id-aws-169,12.00,2026-06-13T00:00:00Z,AWSELB,us-west-2,123456789012,alb-dev-internal,ElasticLoadBalancing:Idle,Development,Ops,AdminPortal
id-aws-170,48.00,2026-06-14T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,BoxUsage:m5.xlarge,Production,Frontend,WebSaaS
id-aws-171,24.00,2026-06-14T00:00:00Z,AmazonEC2,us-west-2,123456789012,i-0dev987654321abc0,BoxUsage:t3.xlarge,Development,QA,AdminPortal
id-aws-172,12.50,2026-06-14T00:00:00Z,AmazonS3,us-east-1,123456789012,s3-media-assets,TimedStorage-ByteHrs,Production,Frontend,WebSaaS
id-aws-173,35.00,2026-06-14T00:00:00Z,AmazonRDS,us-east-1,123456789012,rds-mysql-prod,db.m5.large,Production,Backend,WebSaaS
id-aws-174,18.00,2026-06-14T00:00:00Z,AmazonRDS,us-west-2,123456789012,rds-mysql-replica-dev,db.t3.medium,Development,Backend,AdminPortal
id-aws-175,22.50,2026-06-14T00:00:00Z,AmazonEC2,us-east-1,123456789012,nat-0123456789abcdef0,NatGateway-Hours,Production,Ops,Infrastructure
id-aws-176,3.60,2026-06-14T00:00:00Z,AmazonEC2,us-east-1,123456789012,eipalloc-01234567,ElasticIP:Idle,Development,Ops,Infrastructure
id-aws-177,2.40,2026-06-14T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,PublicIPv4:Charge,Production,Frontend,WebSaaS
id-aws-178,4.50,2026-06-14T00:00:00Z,AmazonEC2,us-east-1,123456789012,vol-0a1b2c3d4e5f6g7h8,EBS:Volume,Staging,Ops,Infrastructure
id-aws-179,6.00,2026-06-14T00:00:00Z,AmazonEC2,us-east-1,123456789012,snap-0987654321fedcba,EBS:Snapshot,Production,Ops,Infrastructure
id-aws-180,8.20,2026-06-14T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,DataTransfer-Regional-Bytes,Production,Backend,WebSaaS
id-aws-181,7.80,2026-06-14T00:00:00Z,AmazonCloudWatch,us-east-1,123456789012,log-group-prod-app,CloudWatch-Logs,Production,Backend,WebSaaS
id-aws-182,12.00,2026-06-14T00:00:00Z,AWSELB,us-west-2,123456789012,alb-dev-internal,ElasticLoadBalancing:Idle,Development,Ops,AdminPortal
id-aws-183,48.00,2026-06-15T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,BoxUsage:m5.xlarge,Production,Frontend,WebSaaS
id-aws-184,24.00,2026-06-15T00:00:00Z,AmazonEC2,us-west-2,123456789012,i-0dev987654321abc0,BoxUsage:t3.xlarge,Development,QA,AdminPortal
id-aws-185,12.50,2026-06-15T00:00:00Z,AmazonS3,us-east-1,123456789012,s3-media-assets,TimedStorage-ByteHrs,Production,Frontend,WebSaaS
id-aws-186,35.00,2026-06-15T00:00:00Z,AmazonRDS,us-east-1,123456789012,rds-mysql-prod,db.m5.large,Production,Backend,WebSaaS
id-aws-187,18.00,2026-06-15T00:00:00Z,AmazonRDS,us-west-2,123456789012,rds-mysql-replica-dev,db.t3.medium,Development,Backend,AdminPortal
id-aws-188,22.50,2026-06-15T00:00:00Z,AmazonEC2,us-east-1,123456789012,nat-0123456789abcdef0,NatGateway-Hours,Production,Ops,Infrastructure
id-aws-189,3.60,2026-06-15T00:00:00Z,AmazonEC2,us-east-1,123456789012,eipalloc-01234567,ElasticIP:Idle,Development,Ops,Infrastructure
id-aws-190,2.40,2026-06-15T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,PublicIPv4:Charge,Production,Frontend,WebSaaS
id-aws-191,4.50,2026-06-15T00:00:00Z,AmazonEC2,us-east-1,123456789012,vol-0a1b2c3d4e5f6g7h8,EBS:Volume,Staging,Ops,Infrastructure
id-aws-192,6.00,2026-06-15T00:00:00Z,AmazonEC2,us-east-1,123456789012,snap-0987654321fedcba,EBS:Snapshot,Production,Ops,Infrastructure
id-aws-193,8.20,2026-06-15T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,DataTransfer-Regional-Bytes,Production,Backend,WebSaaS
id-aws-194,7.80,2026-06-15T00:00:00Z,AmazonCloudWatch,us-east-1,123456789012,log-group-prod-app,CloudWatch-Logs,Production,Backend,WebSaaS
id-aws-195,12.00,2026-06-15T00:00:00Z,AWSELB,us-west-2,123456789012,alb-dev-internal,ElasticLoadBalancing:Idle,Development,Ops,AdminPortal
id-aws-196,48.00,2026-06-16T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,BoxUsage:m5.xlarge,Production,Frontend,WebSaaS
id-aws-197,24.00,2026-06-16T00:00:00Z,AmazonEC2,us-west-2,123456789012,i-0dev987654321abc0,BoxUsage:t3.xlarge,Development,QA,AdminPortal
id-aws-198,12.50,2026-06-16T00:00:00Z,AmazonS3,us-east-1,123456789012,s3-media-assets,TimedStorage-ByteHrs,Production,Frontend,WebSaaS
id-aws-199,35.00,2026-06-16T00:00:00Z,AmazonRDS,us-east-1,123456789012,rds-mysql-prod,db.m5.large,Production,Backend,WebSaaS
id-aws-200,18.00,2026-06-16T00:00:00Z,AmazonRDS,us-west-2,123456789012,rds-mysql-replica-dev,db.t3.medium,Development,Backend,AdminPortal
id-aws-201,22.50,2026-06-16T00:00:00Z,AmazonEC2,us-east-1,123456789012,nat-0123456789abcdef0,NatGateway-Hours,Production,Ops,Infrastructure
id-aws-202,3.60,2026-06-16T00:00:00Z,AmazonEC2,us-east-1,123456789012,eipalloc-01234567,ElasticIP:Idle,Development,Ops,Infrastructure
id-aws-203,2.40,2026-06-16T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,PublicIPv4:Charge,Production,Frontend,WebSaaS
id-aws-204,4.50,2026-06-16T00:00:00Z,AmazonEC2,us-east-1,123456789012,vol-0a1b2c3d4e5f6g7h8,EBS:Volume,Staging,Ops,Infrastructure
id-aws-205,6.00,2026-06-16T00:00:00Z,AmazonEC2,us-east-1,123456789012,snap-0987654321fedcba,EBS:Snapshot,Production,Ops,Infrastructure
id-aws-206,8.20,2026-06-16T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,DataTransfer-Regional-Bytes,Production,Backend,WebSaaS
id-aws-207,7.80,2026-06-16T00:00:00Z,AmazonCloudWatch,us-east-1,123456789012,log-group-prod-app,CloudWatch-Logs,Production,Backend,WebSaaS
id-aws-208,12.00,2026-06-16T00:00:00Z,AWSELB,us-west-2,123456789012,alb-dev-internal,ElasticLoadBalancing:Idle,Development,Ops,AdminPortal
id-aws-209,48.00,2026-06-17T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,BoxUsage:m5.xlarge,Production,Frontend,WebSaaS
id-aws-210,24.00,2026-06-17T00:00:00Z,AmazonEC2,us-west-2,123456789012,i-0dev987654321abc0,BoxUsage:t3.xlarge,Development,QA,AdminPortal
id-aws-211,12.50,2026-06-17T00:00:00Z,AmazonS3,us-east-1,123456789012,s3-media-assets,TimedStorage-ByteHrs,Production,Frontend,WebSaaS
id-aws-212,35.00,2026-06-17T00:00:00Z,AmazonRDS,us-east-1,123456789012,rds-mysql-prod,db.m5.large,Production,Backend,WebSaaS
id-aws-213,18.00,2026-06-17T00:00:00Z,AmazonRDS,us-west-2,123456789012,rds-mysql-replica-dev,db.t3.medium,Development,Backend,AdminPortal
id-aws-214,22.50,2026-06-17T00:00:00Z,AmazonEC2,us-east-1,123456789012,nat-0123456789abcdef0,NatGateway-Hours,Production,Ops,Infrastructure
id-aws-215,3.60,2026-06-17T00:00:00Z,AmazonEC2,us-east-1,123456789012,eipalloc-01234567,ElasticIP:Idle,Development,Ops,Infrastructure
id-aws-216,2.40,2026-06-17T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,PublicIPv4:Charge,Production,Frontend,WebSaaS
id-aws-217,4.50,2026-06-17T00:00:00Z,AmazonEC2,us-east-1,123456789012,vol-0a1b2c3d4e5f6g7h8,EBS:Volume,Staging,Ops,Infrastructure
id-aws-218,6.00,2026-06-17T00:00:00Z,AmazonEC2,us-east-1,123456789012,snap-0987654321fedcba,EBS:Snapshot,Production,Ops,Infrastructure
id-aws-219,8.20,2026-06-17T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,DataTransfer-Regional-Bytes,Production,Backend,WebSaaS
id-aws-220,7.80,2026-06-17T00:00:00Z,AmazonCloudWatch,us-east-1,123456789012,log-group-prod-app,CloudWatch-Logs,Production,Backend,WebSaaS
id-aws-221,12.00,2026-06-17T00:00:00Z,AWSELB,us-west-2,123456789012,alb-dev-internal,ElasticLoadBalancing:Idle,Development,Ops,AdminPortal
id-aws-222,48.00,2026-06-18T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,BoxUsage:m5.xlarge,Production,Frontend,WebSaaS
id-aws-223,24.00,2026-06-18T00:00:00Z,AmazonEC2,us-west-2,123456789012,i-0dev987654321abc0,BoxUsage:t3.xlarge,Development,QA,AdminPortal
id-aws-224,12.50,2026-06-18T00:00:00Z,AmazonS3,us-east-1,123456789012,s3-media-assets,TimedStorage-ByteHrs,Production,Frontend,WebSaaS
id-aws-225,35.00,2026-06-18T00:00:00Z,AmazonRDS,us-east-1,123456789012,rds-mysql-prod,db.m5.large,Production,Backend,WebSaaS
id-aws-226,18.00,2026-06-18T00:00:00Z,AmazonRDS,us-west-2,123456789012,rds-mysql-replica-dev,db.t3.medium,Development,Backend,AdminPortal
id-aws-227,22.50,2026-06-18T00:00:00Z,AmazonEC2,us-east-1,123456789012,nat-0123456789abcdef0,NatGateway-Hours,Production,Ops,Infrastructure
id-aws-228,3.60,2026-06-18T00:00:00Z,AmazonEC2,us-east-1,123456789012,eipalloc-01234567,ElasticIP:Idle,Development,Ops,Infrastructure
id-aws-229,2.40,2026-06-18T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,PublicIPv4:Charge,Production,Frontend,WebSaaS
id-aws-230,4.50,2026-06-18T00:00:00Z,AmazonEC2,us-east-1,123456789012,vol-0a1b2c3d4e5f6g7h8,EBS:Volume,Staging,Ops,Infrastructure
id-aws-231,6.00,2026-06-18T00:00:00Z,AmazonEC2,us-east-1,123456789012,snap-0987654321fedcba,EBS:Snapshot,Production,Ops,Infrastructure
id-aws-232,8.20,2026-06-18T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,DataTransfer-Regional-Bytes,Production,Backend,WebSaaS
id-aws-233,7.80,2026-06-18T00:00:00Z,AmazonCloudWatch,us-east-1,123456789012,log-group-prod-app,CloudWatch-Logs,Production,Backend,WebSaaS
id-aws-234,12.00,2026-06-18T00:00:00Z,AWSELB,us-west-2,123456789012,alb-dev-internal,ElasticLoadBalancing:Idle,Development,Ops,AdminPortal
id-aws-235,48.00,2026-06-19T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,BoxUsage:m5.xlarge,Production,Frontend,WebSaaS
id-aws-236,24.00,2026-06-19T00:00:00Z,AmazonEC2,us-west-2,123456789012,i-0dev987654321abc0,BoxUsage:t3.xlarge,Development,QA,AdminPortal
id-aws-237,12.50,2026-06-19T00:00:00Z,AmazonS3,us-east-1,123456789012,s3-media-assets,TimedStorage-ByteHrs,Production,Frontend,WebSaaS
id-aws-238,35.00,2026-06-19T00:00:00Z,AmazonRDS,us-east-1,123456789012,rds-mysql-prod,db.m5.large,Production,Backend,WebSaaS
id-aws-239,18.00,2026-06-19T00:00:00Z,AmazonRDS,us-west-2,123456789012,rds-mysql-replica-dev,db.t3.medium,Development,Backend,AdminPortal
id-aws-240,22.50,2026-06-19T00:00:00Z,AmazonEC2,us-east-1,123456789012,nat-0123456789abcdef0,NatGateway-Hours,Production,Ops,Infrastructure
id-aws-241,3.60,2026-06-19T00:00:00Z,AmazonEC2,us-east-1,123456789012,eipalloc-01234567,ElasticIP:Idle,Development,Ops,Infrastructure
id-aws-242,2.40,2026-06-19T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,PublicIPv4:Charge,Production,Frontend,WebSaaS
id-aws-243,4.50,2026-06-19T00:00:00Z,AmazonEC2,us-east-1,123456789012,vol-0a1b2c3d4e5f6g7h8,EBS:Volume,Staging,Ops,Infrastructure
id-aws-244,6.00,2026-06-19T00:00:00Z,AmazonEC2,us-east-1,123456789012,snap-0987654321fedcba,EBS:Snapshot,Production,Ops,Infrastructure
id-aws-245,8.20,2026-06-19T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,DataTransfer-Regional-Bytes,Production,Backend,WebSaaS
id-aws-246,7.80,2026-06-19T00:00:00Z,AmazonCloudWatch,us-east-1,123456789012,log-group-prod-app,CloudWatch-Logs,Production,Backend,WebSaaS
id-aws-247,12.00,2026-06-19T00:00:00Z,AWSELB,us-west-2,123456789012,alb-dev-internal,ElasticLoadBalancing:Idle,Development,Ops,AdminPortal
id-aws-248,48.00,2026-06-20T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,BoxUsage:m5.xlarge,Production,Frontend,WebSaaS
id-aws-249,24.00,2026-06-20T00:00:00Z,AmazonEC2,us-west-2,123456789012,i-0dev987654321abc0,BoxUsage:t3.xlarge,Development,QA,AdminPortal
id-aws-250,12.50,2026-06-20T00:00:00Z,AmazonS3,us-east-1,123456789012,s3-media-assets,TimedStorage-ByteHrs,Production,Frontend,WebSaaS
id-aws-251,35.00,2026-06-20T00:00:00Z,AmazonRDS,us-east-1,123456789012,rds-mysql-prod,db.m5.large,Production,Backend,WebSaaS
id-aws-252,18.00,2026-06-20T00:00:00Z,AmazonRDS,us-west-2,123456789012,rds-mysql-replica-dev,db.t3.medium,Development,Backend,AdminPortal
id-aws-253,22.50,2026-06-20T00:00:00Z,AmazonEC2,us-east-1,123456789012,nat-0123456789abcdef0,NatGateway-Hours,Production,Ops,Infrastructure
id-aws-254,3.60,2026-06-20T00:00:00Z,AmazonEC2,us-east-1,123456789012,eipalloc-01234567,ElasticIP:Idle,Development,Ops,Infrastructure
id-aws-255,2.40,2026-06-20T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,PublicIPv4:Charge,Production,Frontend,WebSaaS
id-aws-256,4.50,2026-06-20T00:00:00Z,AmazonEC2,us-east-1,123456789012,vol-0a1b2c3d4e5f6g7h8,EBS:Volume,Staging,Ops,Infrastructure
id-aws-257,6.00,2026-06-20T00:00:00Z,AmazonEC2,us-east-1,123456789012,snap-0987654321fedcba,EBS:Snapshot,Production,Ops,Infrastructure
id-aws-258,8.20,2026-06-20T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,DataTransfer-Regional-Bytes,Production,Backend,WebSaaS
id-aws-259,7.80,2026-06-20T00:00:00Z,AmazonCloudWatch,us-east-1,123456789012,log-group-prod-app,CloudWatch-Logs,Production,Backend,WebSaaS
id-aws-260,12.00,2026-06-20T00:00:00Z,AWSELB,us-west-2,123456789012,alb-dev-internal,ElasticLoadBalancing:Idle,Development,Ops,AdminPortal
id-aws-261,48.00,2026-06-21T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,BoxUsage:m5.xlarge,Production,Frontend,WebSaaS
id-aws-262,24.00,2026-06-21T00:00:00Z,AmazonEC2,us-west-2,123456789012,i-0dev987654321abc0,BoxUsage:t3.xlarge,Development,QA,AdminPortal
id-aws-263,12.50,2026-06-21T00:00:00Z,AmazonS3,us-east-1,123456789012,s3-media-assets,TimedStorage-ByteHrs,Production,Frontend,WebSaaS
id-aws-264,35.00,2026-06-21T00:00:00Z,AmazonRDS,us-east-1,123456789012,rds-mysql-prod,db.m5.large,Production,Backend,WebSaaS
id-aws-265,18.00,2026-06-21T00:00:00Z,AmazonRDS,us-west-2,123456789012,rds-mysql-replica-dev,db.t3.medium,Development,Backend,AdminPortal
id-aws-266,22.50,2026-06-21T00:00:00Z,AmazonEC2,us-east-1,123456789012,nat-0123456789abcdef0,NatGateway-Hours,Production,Ops,Infrastructure
id-aws-267,3.60,2026-06-21T00:00:00Z,AmazonEC2,us-east-1,123456789012,eipalloc-01234567,ElasticIP:Idle,Development,Ops,Infrastructure
id-aws-268,2.40,2026-06-21T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,PublicIPv4:Charge,Production,Frontend,WebSaaS
id-aws-269,4.50,2026-06-21T00:00:00Z,AmazonEC2,us-east-1,123456789012,vol-0a1b2c3d4e5f6g7h8,EBS:Volume,Staging,Ops,Infrastructure
id-aws-270,6.00,2026-06-21T00:00:00Z,AmazonEC2,us-east-1,123456789012,snap-0987654321fedcba,EBS:Snapshot,Production,Ops,Infrastructure
id-aws-271,8.20,2026-06-21T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,DataTransfer-Regional-Bytes,Production,Backend,WebSaaS
id-aws-272,7.80,2026-06-21T00:00:00Z,AmazonCloudWatch,us-east-1,123456789012,log-group-prod-app,CloudWatch-Logs,Production,Backend,WebSaaS
id-aws-273,12.00,2026-06-21T00:00:00Z,AWSELB,us-west-2,123456789012,alb-dev-internal,ElasticLoadBalancing:Idle,Development,Ops,AdminPortal
id-aws-274,48.00,2026-06-22T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,BoxUsage:m5.xlarge,Production,Frontend,WebSaaS
id-aws-275,24.00,2026-06-22T00:00:00Z,AmazonEC2,us-west-2,123456789012,i-0dev987654321abc0,BoxUsage:t3.xlarge,Development,QA,AdminPortal
id-aws-276,12.50,2026-06-22T00:00:00Z,AmazonS3,us-east-1,123456789012,s3-media-assets,TimedStorage-ByteHrs,Production,Frontend,WebSaaS
id-aws-277,35.00,2026-06-22T00:00:00Z,AmazonRDS,us-east-1,123456789012,rds-mysql-prod,db.m5.large,Production,Backend,WebSaaS
id-aws-278,18.00,2026-06-22T00:00:00Z,AmazonRDS,us-west-2,123456789012,rds-mysql-replica-dev,db.t3.medium,Development,Backend,AdminPortal
id-aws-279,22.50,2026-06-22T00:00:00Z,AmazonEC2,us-east-1,123456789012,nat-0123456789abcdef0,NatGateway-Hours,Production,Ops,Infrastructure
id-aws-280,3.60,2026-06-22T00:00:00Z,AmazonEC2,us-east-1,123456789012,eipalloc-01234567,ElasticIP:Idle,Development,Ops,Infrastructure
id-aws-281,2.40,2026-06-22T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,PublicIPv4:Charge,Production,Frontend,WebSaaS
id-aws-282,4.50,2026-06-22T00:00:00Z,AmazonEC2,us-east-1,123456789012,vol-0a1b2c3d4e5f6g7h8,EBS:Volume,Staging,Ops,Infrastructure
id-aws-283,6.00,2026-06-22T00:00:00Z,AmazonEC2,us-east-1,123456789012,snap-0987654321fedcba,EBS:Snapshot,Production,Ops,Infrastructure
id-aws-284,8.20,2026-06-22T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,DataTransfer-Regional-Bytes,Production,Backend,WebSaaS
id-aws-285,7.80,2026-06-22T00:00:00Z,AmazonCloudWatch,us-east-1,123456789012,log-group-prod-app,CloudWatch-Logs,Production,Backend,WebSaaS
id-aws-286,12.00,2026-06-22T00:00:00Z,AWSELB,us-west-2,123456789012,alb-dev-internal,ElasticLoadBalancing:Idle,Development,Ops,AdminPortal
id-aws-287,48.00,2026-06-23T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,BoxUsage:m5.xlarge,Production,Frontend,WebSaaS
id-aws-288,24.00,2026-06-23T00:00:00Z,AmazonEC2,us-west-2,123456789012,i-0dev987654321abc0,BoxUsage:t3.xlarge,Development,QA,AdminPortal
id-aws-289,12.50,2026-06-23T00:00:00Z,AmazonS3,us-east-1,123456789012,s3-media-assets,TimedStorage-ByteHrs,Production,Frontend,WebSaaS
id-aws-290,35.00,2026-06-23T00:00:00Z,AmazonRDS,us-east-1,123456789012,rds-mysql-prod,db.m5.large,Production,Backend,WebSaaS
id-aws-291,18.00,2026-06-23T00:00:00Z,AmazonRDS,us-west-2,123456789012,rds-mysql-replica-dev,db.t3.medium,Development,Backend,AdminPortal
id-aws-292,22.50,2026-06-23T00:00:00Z,AmazonEC2,us-east-1,123456789012,nat-0123456789abcdef0,NatGateway-Hours,Production,Ops,Infrastructure
id-aws-293,3.60,2026-06-23T00:00:00Z,AmazonEC2,us-east-1,123456789012,eipalloc-01234567,ElasticIP:Idle,Development,Ops,Infrastructure
id-aws-294,2.40,2026-06-23T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,PublicIPv4:Charge,Production,Frontend,WebSaaS
id-aws-295,4.50,2026-06-23T00:00:00Z,AmazonEC2,us-east-1,123456789012,vol-0a1b2c3d4e5f6g7h8,EBS:Volume,Staging,Ops,Infrastructure
id-aws-296,6.00,2026-06-23T00:00:00Z,AmazonEC2,us-east-1,123456789012,snap-0987654321fedcba,EBS:Snapshot,Production,Ops,Infrastructure
id-aws-297,8.20,2026-06-23T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,DataTransfer-Regional-Bytes,Production,Backend,WebSaaS
id-aws-298,7.80,2026-06-23T00:00:00Z,AmazonCloudWatch,us-east-1,123456789012,log-group-prod-app,CloudWatch-Logs,Production,Backend,WebSaaS
id-aws-299,12.00,2026-06-23T00:00:00Z,AWSELB,us-west-2,123456789012,alb-dev-internal,ElasticLoadBalancing:Idle,Development,Ops,AdminPortal
id-aws-300,48.00,2026-06-24T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,BoxUsage:m5.xlarge,Production,Frontend,WebSaaS
id-aws-301,24.00,2026-06-24T00:00:00Z,AmazonEC2,us-west-2,123456789012,i-0dev987654321abc0,BoxUsage:t3.xlarge,Development,QA,AdminPortal
id-aws-302,12.50,2026-06-24T00:00:00Z,AmazonS3,us-east-1,123456789012,s3-media-assets,TimedStorage-ByteHrs,Production,Frontend,WebSaaS
id-aws-303,35.00,2026-06-24T00:00:00Z,AmazonRDS,us-east-1,123456789012,rds-mysql-prod,db.m5.large,Production,Backend,WebSaaS
id-aws-304,18.00,2026-06-24T00:00:00Z,AmazonRDS,us-west-2,123456789012,rds-mysql-replica-dev,db.t3.medium,Development,Backend,AdminPortal
id-aws-305,22.50,2026-06-24T00:00:00Z,AmazonEC2,us-east-1,123456789012,nat-0123456789abcdef0,NatGateway-Hours,Production,Ops,Infrastructure
id-aws-306,3.60,2026-06-24T00:00:00Z,AmazonEC2,us-east-1,123456789012,eipalloc-01234567,ElasticIP:Idle,Development,Ops,Infrastructure
id-aws-307,2.40,2026-06-24T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,PublicIPv4:Charge,Production,Frontend,WebSaaS
id-aws-308,4.50,2026-06-24T00:00:00Z,AmazonEC2,us-east-1,123456789012,vol-0a1b2c3d4e5f6g7h8,EBS:Volume,Staging,Ops,Infrastructure
id-aws-309,6.00,2026-06-24T00:00:00Z,AmazonEC2,us-east-1,123456789012,snap-0987654321fedcba,EBS:Snapshot,Production,Ops,Infrastructure
id-aws-310,8.20,2026-06-24T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,DataTransfer-Regional-Bytes,Production,Backend,WebSaaS
id-aws-311,7.80,2026-06-24T00:00:00Z,AmazonCloudWatch,us-east-1,123456789012,log-group-prod-app,CloudWatch-Logs,Production,Backend,WebSaaS
id-aws-312,12.00,2026-06-24T00:00:00Z,AWSELB,us-west-2,123456789012,alb-dev-internal,ElasticLoadBalancing:Idle,Development,Ops,AdminPortal
id-aws-313,48.00,2026-06-25T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,BoxUsage:m5.xlarge,Production,Frontend,WebSaaS
id-aws-314,24.00,2026-06-25T00:00:00Z,AmazonEC2,us-west-2,123456789012,i-0dev987654321abc0,BoxUsage:t3.xlarge,Development,QA,AdminPortal
id-aws-315,12.50,2026-06-25T00:00:00Z,AmazonS3,us-east-1,123456789012,s3-media-assets,TimedStorage-ByteHrs,Production,Frontend,WebSaaS
id-aws-316,35.00,2026-06-25T00:00:00Z,AmazonRDS,us-east-1,123456789012,rds-mysql-prod,db.m5.large,Production,Backend,WebSaaS
id-aws-317,18.00,2026-06-25T00:00:00Z,AmazonRDS,us-west-2,123456789012,rds-mysql-replica-dev,db.t3.medium,Development,Backend,AdminPortal
id-aws-318,750.00,2026-06-25T00:00:00Z,AmazonEC2,us-east-1,123456789012,nat-0123456789abcdef0,NatGateway-Hours,Production,Ops,Infrastructure
id-aws-319,3.60,2026-06-25T00:00:00Z,AmazonEC2,us-east-1,123456789012,eipalloc-01234567,ElasticIP:Idle,Development,Ops,Infrastructure
id-aws-320,2.40,2026-06-25T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,PublicIPv4:Charge,Production,Frontend,WebSaaS
id-aws-321,4.50,2026-06-25T00:00:00Z,AmazonEC2,us-east-1,123456789012,vol-0a1b2c3d4e5f6g7h8,EBS:Volume,Staging,Ops,Infrastructure
id-aws-322,6.00,2026-06-25T00:00:00Z,AmazonEC2,us-east-1,123456789012,snap-0987654321fedcba,EBS:Snapshot,Production,Ops,Infrastructure
id-aws-323,240.00,2026-06-25T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,DataTransfer-Regional-Bytes,Production,Backend,WebSaaS
id-aws-324,7.80,2026-06-25T00:00:00Z,AmazonCloudWatch,us-east-1,123456789012,log-group-prod-app,CloudWatch-Logs,Production,Backend,WebSaaS
id-aws-325,12.00,2026-06-25T00:00:00Z,AWSELB,us-west-2,123456789012,alb-dev-internal,ElasticLoadBalancing:Idle,Development,Ops,AdminPortal
id-aws-326,48.00,2026-06-26T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,BoxUsage:m5.xlarge,Production,Frontend,WebSaaS
id-aws-327,24.00,2026-06-26T00:00:00Z,AmazonEC2,us-west-2,123456789012,i-0dev987654321abc0,BoxUsage:t3.xlarge,Development,QA,AdminPortal
id-aws-328,12.50,2026-06-26T00:00:00Z,AmazonS3,us-east-1,123456789012,s3-media-assets,TimedStorage-ByteHrs,Production,Frontend,WebSaaS
id-aws-329,35.00,2026-06-26T00:00:00Z,AmazonRDS,us-east-1,123456789012,rds-mysql-prod,db.m5.large,Production,Backend,WebSaaS
id-aws-330,18.00,2026-06-26T00:00:00Z,AmazonRDS,us-west-2,123456789012,rds-mysql-replica-dev,db.t3.medium,Development,Backend,AdminPortal
id-aws-331,22.50,2026-06-26T00:00:00Z,AmazonEC2,us-east-1,123456789012,nat-0123456789abcdef0,NatGateway-Hours,Production,Ops,Infrastructure
id-aws-332,3.60,2026-06-26T00:00:00Z,AmazonEC2,us-east-1,123456789012,eipalloc-01234567,ElasticIP:Idle,Development,Ops,Infrastructure
id-aws-333,2.40,2026-06-26T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,PublicIPv4:Charge,Production,Frontend,WebSaaS
id-aws-334,4.50,2026-06-26T00:00:00Z,AmazonEC2,us-east-1,123456789012,vol-0a1b2c3d4e5f6g7h8,EBS:Volume,Staging,Ops,Infrastructure
