Date,SubscriptionId,ServiceDisplayName,ResourceLocation,CostInBillingCurrency,InstanceId,ResourceGroupName,Tags
2026-06-23 00:00:00,sub-azure-999,VPN Gateway,westus2,11.50,vpn-dev-gateway,rg-dev-network,"environment:Development;team:Ops;application:AdminPortal"
2026-06-23 00:00:00,sub-azure-999,Managed Disks,eastus,5.20,disk-unattached-01,rg-prod-storage,"environment:Production;team:Ops;application:Infrastructure"
2026-06-23 00:00:00,sub-azure-999,Public IP Addresses,eastus,1.80,ip-unused-02,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-24 00:00:00,sub-azure-999,Virtual Machines,eastus,65.00,vm-prod-47,rg-prod-web,"environment:Production;team:Frontend;application:WebSaaS"
2026-06-24 00:00:00,sub-azure-999,Virtual Machines,westus,30.00,vm-dev-48,rg-dev-qa,"environment:Development;team:QA;application:AdminPortal"
2026-06-24 00:00:00,sub-azure-999,SQL Database,eastus,42.00,sql-prod-db,rg-prod-data,"environment:Production;team:Backend;application:WebSaaS"
2026-06-24 00:00:00,sub-azure-999,Log Analytics,eastus,15.00,la-workspace-prod,rg-prod-ops,"environment:Production;team:Ops;application:Infrastructure"
2026-06-24 00:00:00,sub-azure-999,Azure Firewall,eastus,28.80,fw-prod-east,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-24 00:00:00,sub-azure-999,VPN Gateway,westus2,11.50,vpn-dev-gateway,rg-dev-network,"environment:Development;team:Ops;application:AdminPortal"
2026-06-24 00:00:00,sub-azure-999,Managed Disks,eastus,5.20,disk-unattached-01,rg-prod-storage,"environment:Production;team:Ops;application:Infrastructure"
2026-06-24 00:00:00,sub-azure-999,Public IP Addresses,eastus,1.80,ip-unused-02,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-25 00:00:00,sub-azure-999,Virtual Machines,eastus,65.00,vm-prod-49,rg-prod-web,"environment:Production;team:Frontend;application:WebSaaS"
2026-06-25 00:00:00,sub-azure-999,Virtual Machines,westus,30.00,vm-dev-50,rg-dev-qa,"environment:Development;team:QA;application:AdminPortal"
2026-06-25 00:00:00,sub-azure-999,SQL Database,eastus,42.00,sql-prod-db,rg-prod-data,"environment:Production;team:Backend;application:WebSaaS"
2026-06-25 00:00:00,sub-azure-999,Log Analytics,eastus,480.00,la-workspace-prod,rg-prod-ops,"environment:Production;team:Ops;application:Infrastructure"
2026-06-25 00:00:00,sub-azure-999,Azure Firewall,eastus,28.80,fw-prod-east,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-25 00:00:00,sub-azure-999,VPN Gateway,westus2,11.50,vpn-dev-gateway,rg-dev-network,"environment:Development;team:Ops;application:AdminPortal"
2026-06-25 00:00:00,sub-azure-999,Managed Disks,eastus,5.20,disk-unattached-01,rg-prod-storage,"environment:Production;team:Ops;application:Infrastructure"
2026-06-25 00:00:00,sub-azure-999,Public IP Addresses,eastus,1.80,ip-unused-02,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-26 00:00:00,sub-azure-999,Virtual Machines,eastus,65.00,vm-prod-51,rg-prod-web,"environment:Production;team:Frontend;application:WebSaaS"
2026-06-26 00:00:00,sub-azure-999,Virtual Machines,westus,30.00,vm-dev-52,rg-dev-qa,"environment:Development;team:QA;application:AdminPortal"
2026-06-26 00:00:00,sub-azure-999,SQL Database,eastus,42.00,sql-prod-db,rg-prod-data,"environment:Production;team:Backend;application:WebSaaS"
2026-06-26 00:00:00,sub-azure-999,Log Analytics,eastus,15.00,la-workspace-prod,rg-prod-ops,"environment:Production;team:Ops;application:Infrastructure"
2026-06-26 00:00:00,sub-azure-999,Azure Firewall,eastus,28.80,fw-prod-east,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-26 00:00:00,sub-azure-999,VPN Gateway,westus2,11.50,vpn-dev-gateway,rg-dev-network,"environment:Development;team:Ops;application:AdminPortal"
2026-06-26 00:00:00,sub-azure-999,Managed Disks,eastus,5.20,disk-unattached-01,rg-prod-storage,"environment:Production;team:Ops;application:Infrastructure"
2026-06-26 00:00:00,sub-azure-999,Public IP Addresses,eastus,1.80,ip-unused-02,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-27 00:00:00,sub-azure-999,Virtual Machines,eastus,65.00,vm-prod-53,rg-prod-web,"environment:Production;team:Frontend;application:WebSaaS"
2026-06-27 00:00:00,sub-azure-999,Virtual Machines,westus,30.00,vm-dev-54,rg-dev-qa,"environment:Development;team:QA;application:AdminPortal"
2026-06-27 00:00:00,sub-azure-999,SQL Database,eastus,42.00,sql-prod-db,rg-prod-data,"environment:Production;team:Backend;application:WebSaaS"
2026-06-27 00:00:00,sub-azure-999,Log Analytics,eastus,15.00,la-workspace-prod,rg-prod-ops,"environment:Production;team:Ops;application:Infrastructure"
2026-06-27 00:00:00,sub-azure-999,Azure Firewall,eastus,28.80,fw-prod-east,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-27 00:00:00,sub-azure-999,VPN Gateway,westus2,11.50,vpn-dev-gateway,rg-dev-network,"environment:Development;team:Ops;application:AdminPortal"
2026-06-27 00:00:00,sub-azure-999,Managed Disks,eastus,5.20,disk-unattached-01,rg-prod-storage,"environment:Production;team:Ops;application:Infrastructure"
2026-06-27 00:00:00,sub-azure-999,Public IP Addresses,eastus,1.80,ip-unused-02,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-28 00:00:00,sub-azure-999,Virtual Machines,eastus,65.00,vm-prod-55,rg-prod-web,"environment:Production;team:Frontend;application:WebSaaS"
2026-06-28 00:00:00,sub-azure-999,Virtual Machines,westus,30.00,vm-dev-56,rg-dev-qa,"environment:Development;team:QA;application:AdminPortal"
2026-06-28 00:00:00,sub-azure-999,SQL Database,eastus,42.00,sql-prod-db,rg-prod-data,"environment:Production;team:Backend;application:WebSaaS"
2026-06-28 00:00:00,sub-azure-999,Log Analytics,eastus,15.00,la-workspace-prod,rg-prod-ops,"environment:Production;team:Ops;application:Infrastructure"
2026-06-28 00:00:00,sub-azure-999,Azure Firewall,eastus,28.80,fw-prod-east,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
2026-06-28 00:00:00,sub-azure-999,VPN Gateway,westus2,11.50,vpn-dev-gateway,rg-dev-network,"environment:Development;team:Ops;application:AdminPortal"
2026-06-28 00:00:00,sub-azure-999,Managed Disks,eastus,5.20,disk-unattached-01,rg-prod-storage,"environment:Production;team:Ops;application:Infrastructure"
2026-06-28 00:00:00,sub-azure-999,Public IP Addresses,eastus,1.80,ip-unused-02,rg-prod-network,"environment:Production;team:Ops;application:Infrastructure"
