usage_start_time,project/id,service/description,location/region,cost,resource/name,labels
2026-06-23 00:00:00 UTC,gcp-prod-billing,Cloud SQL,us-central1,38.00,sql-prod-master,"{""environment"":""Production"",""team"":""Backend"",""application"":""WebSaaS""}"
2026-06-23 00:00:00 UTC,gcp-prod-billing,Cloud NAT,us-central1,18.00,nat-gateway-central,"{""environment"":""Production"",""team"":""Ops"",""application"":""Infrastructure""}"
2026-06-23 00:00:00 UTC,gcp-prod-billing,Cloud Storage,us-central1,14.50,bucket-prod-backups,"{""environment"":""Production"",""team"":""Ops"",""application"":""Infrastructure""}"
2026-06-23 00:00:00 UTC,gcp-prod-billing,Compute Engine,us-east1,2.20,ip-static-unused,"{""environment"":""Development"",""team"":""Ops"",""application"":""AdminPortal""}"
2026-06-23 00:00:00 UTC,gcp-prod-billing,Stackdriver Logging,us-central1,9.60,logging-workspace,"{""environment"":""Production"",""team"":""Backend"",""application"":""WebSaaS""}"
2026-06-24 00:00:00 UTC,gcp-prod-billing,Compute Engine,us-central1,58.00,instance-prod-47,"{""environment"":""Production"",""team"":""Frontend"",""application"":""WebSaaS""}"
2026-06-24 00:00:00 UTC,gcp-prod-billing,Compute Engine,us-east4,22.00,instance-dev-48,"{""environment"":""Development"",""team"":""QA"",""application"":""AdminPortal""}"
2026-06-24 00:00:00 UTC,gcp-prod-billing,Cloud SQL,us-central1,38.00,sql-prod-master,"{""environment"":""Production"",""team"":""Backend"",""application"":""WebSaaS""}"
2026-06-24 00:00:00 UTC,gcp-prod-billing,Cloud NAT,us-central1,18.00,nat-gateway-central,"{""environment"":""Production"",""team"":""Ops"",""application"":""Infrastructure""}"
2026-06-24 00:00:00 UTC,gcp-prod-billing,Cloud Storage,us-central1,14.50,bucket-prod-backups,"{""environment"":""Production"",""team"":""Ops"",""application"":""Infrastructure""}"
2026-06-24 00:00:00 UTC,gcp-prod-billing,Compute Engine,us-east1,2.20,ip-static-unused,"{""environment"":""Development"",""team"":""Ops"",""application"":""AdminPortal""}"
2026-06-24 00:00:00 UTC,gcp-prod-billing,Stackdriver Logging,us-central1,9.60,logging-workspace,"{""environment"":""Production"",""team"":""Backend"",""application"":""WebSaaS""}"
2026-06-25 00:00:00 UTC,gcp-prod-billing,Compute Engine,us-central1,58.00,instance-prod-49,"{""environment"":""Production"",""team"":""Frontend"",""application"":""WebSaaS""}"
2026-06-25 00:00:00 UTC,gcp-prod-billing,Compute Engine,us-east4,22.00,instance-dev-50,"{""environment"":""Development"",""team"":""QA"",""application"":""AdminPortal""}"
2026-06-25 00:00:00 UTC,gcp-prod-billing,Cloud SQL,us-central1,38.00,sql-prod-master,"{""environment"":""Production"",""team"":""Backend"",""application"":""WebSaaS""}"
2026-06-25 00:00:00 UTC,gcp-prod-billing,Cloud NAT,us-central1,600.00,nat-gateway-central,"{""environment"":""Production"",""team"":""Ops"",""application"":""Infrastructure""}"
2026-06-25 00:00:00 UTC,gcp-prod-billing,Cloud Storage,us-central1,14.50,bucket-prod-backups,"{""environment"":""Production"",""team"":""Ops"",""application"":""Infrastructure""}"
2026-06-25 00:00:00 UTC,gcp-prod-billing,Compute Engine,us-east1,2.20,ip-static-unused,"{""environment"":""Development"",""team"":""Ops"",""application"":""AdminPortal""}"
2026-06-25 00:00:00 UTC,gcp-prod-billing,Stackdriver Logging,us-central1,9.60,logging-workspace,"{""environment"":""Production"",""team"":""Backend"",""application"":""WebSaaS""}"
2026-06-26 00:00:00 UTC,gcp-prod-billing,Compute Engine,us-central1,58.00,instance-prod-51,"{""environment"":""Production"",""team"":""Frontend"",""application"":""WebSaaS""}"
2026-06-26 00:00:00 UTC,gcp-prod-billing,Compute Engine,us-east4,22.00,instance-dev-52,"{""environment"":""Development"",""team"":""QA"",""application"":""AdminPortal""}"
2026-06-26 00:00:00 UTC,gcp-prod-billing,Cloud SQL,us-central1,38.00,sql-prod-master,"{""environment"":""Production"",""team"":""Backend"",""application"":""WebSaaS""}"
2026-06-26 00:00:00 UTC,gcp-prod-billing,Cloud NAT,us-central1,18.00,nat-gateway-central,"{""environment"":""Production"",""team"":""Ops"",""application"":""Infrastructure""}"
2026-06-26 00:00:00 UTC,gcp-prod-billing,Cloud Storage,us-central1,14.50,bucket-prod-backups,"{""environment"":""Production"",""team"":""Ops"",""application"":""Infrastructure""}"
2026-06-26 00:00:00 UTC,gcp-prod-billing,Compute Engine,us-east1,2.20,ip-static-unused,"{""environment"":""Development"",""team"":""Ops"",""application"":""AdminPortal""}"
2026-06-26 00:00:00 UTC,gcp-prod-billing,Stackdriver Logging,us-central1,9.60,logging-workspace,"{""environment"":""Production"",""team"":""Backend"",""application"":""WebSaaS""}"
2026-06-27 00:00:00 UTC,gcp-prod-billing,Compute Engine,us-central1,58.00,instance-prod-53,"{""environment"":""Production"",""team"":""Frontend"",""application"":""WebSaaS""}"
2026-06-27 00:00:00 UTC,gcp-prod-billing,Compute Engine,us-east4,22.00,instance-dev-54,"{""environment"":""Development"",""team"":""QA"",""application"":""AdminPortal""}"
2026-06-27 00:00:00 UTC,gcp-prod-billing,Cloud SQL,us-central1,38.00,sql-prod-master,"{""environment"":""Production"",""team"":""Backend"",""application"":""WebSaaS""}"
2026-06-27 00:00:00 UTC,gcp-prod-billing,Cloud NAT,us-central1,18.00,nat-gateway-central,"{""environment"":""Production"",""team"":""Ops"",""application"":""Infrastructure""}"
2026-06-27 00:00:00 UTC,gcp-prod-billing,Cloud Storage,us-central1,14.50,bucket-prod-backups,"{""environment"":""Production"",""team"":""Ops"",""application"":""Infrastructure""}"
2026-06-27 00:00:00 UTC,gcp-prod-billing,Compute Engine,us-east1,2.20,ip-static-unused,"{""environment"":""Development"",""team"":""Ops"",""application"":""AdminPortal""}"
2026-06-27 00:00:00 UTC,gcp-prod-billing,Stackdriver Logging,us-central1,9.60,logging-workspace,"{""environment"":""Production"",""team"":""Backend"",""application"":""WebSaaS""}"
2026-06-28 00:00:00 UTC,gcp-prod-billing,Compute Engine,us-central1,58.00,instance-prod-55,"{""environment"":""Production"",""team"":""Frontend"",""application"":""WebSaaS""}"
2026-06-28 00:00:00 UTC,gcp-prod-billing,Compute Engine,us-east4,22.00,instance-dev-56,"{""environment"":""Development"",""team"":""QA"",""application"":""AdminPortal""}"
2026-06-28 00:00:00 UTC,gcp-prod-billing,Cloud SQL,us-central1,38.00,sql-prod-master,"{""environment"":""Production"",""team"":""Backend"",""application"":""WebSaaS""}"
2026-06-28 00:00:00 UTC,gcp-prod-billing,Cloud NAT,us-central1,18.00,nat-gateway-central,"{""environment"":""Production"",""team"":""Ops"",""application"":""Infrastructure""}"
2026-06-28 00:00:00 UTC,gcp-prod-billing,Cloud Storage,us-central1,14.50,bucket-prod-backups,"{""environment"":""Production"",""team"":""Ops"",""application"":""Infrastructure""}"
2026-06-28 00:00:00 UTC,gcp-prod-billing,Compute Engine,us-east1,2.20,ip-static-unused,"{""environment"":""Development"",""team"":""Ops"",""application"":""AdminPortal""}"
2026-06-28 00:00:00 UTC,gcp-prod-billing,Stackdriver Logging,us-central1,9.60,logging-workspace,"{""environment"":""Production"",""team"":""Backend"",""application"":""WebSaaS""}"
